review	label	textblob_predicted_label
I saw this movie once a long time ago, just once, and I didn't know where it had come from, and I looked for about six years to find it, and I finally found it here at IMDb.com! Just the whole concept of the movie is great, I believe it's got something to do with a race of bioengineered beings, keeping tabs on us and our planet, but there is one person who keeps out of being assimilated into conformity. And the way that he does it,to keep himself from being tracked and located, is what keeps the movie entertaining. I don't remember exactly how it ended, but I remember, it finished with a great climax, and a good twist.	positive	positive
myself and 2 sisters watched all 3 series of Tenko and agree this is by far one of the BBC better series.The whole cast were very convincing in the parts they portrayed and although the 3rd series was somewhat slower it was compelling viewing and my evenings wont be the same without it.No doubt we will be watching it again as it is a series which I would never get sick of watching.Excellent viewing and full marks to the BBC for such a brilliant series and the casting.First rate in all departments and would recommend this series to anyone although some age limits must be considered because of some adult material.So grateful to the BBC for releasing this series on DVD and Video.	positive	positive
The show is GREAT. No words to describe it. Wonderful music. Incredible dance. The editors couldn't spoil it, not because they were not *that*bad*, but because the show is really *that*good*.<br /><br />The editors are compulsive cutters, you can't see a scene without a cut for more than 15 secs. It's OK to show various angles, but those guys were working with multiple cameras for the first time in their lives, and they will remind you of how many cameras they have every five seconds on average... They manage to film the start of a jump with one camera, then cut it in the middle, and show the rest of it in another angle.<br /><br />No matter how much they tried, they couldn't spoil that wonderful show. It's a must for dance and music lovers.	positive	positive
This is one of may all-time favourite films. Parker Posey's character is over-the-top entertaining, and the librarian motif won't be lost on anyone who has ever worked in the books and stacks world.<br /><br />If you're a library student, RENT THIS. Then buy the poster and hang it on your wall. The soundtrack is highly recommendable too. I've shown this film to more library friends than any other -- they all fall in love with it.	positive	positive
Similar to 'On the Town,' this musical about sailors on shore leave falls short of the later classic in terms of pacing and the quality of the songs, but it has its own charms. Kelly has three fabulous dance routines: one with Jerry the cartoon mouse of 'Tom and Jerry' fame, one with a little girl, and a fantasy sequence where he is a Spanish lover determined to reach his lady on a high balcony. Sinatra, playing Kelly's shy, inexperienced buddy, and Grayson, the woman who serves as the love interest for both men, do most of the singing. Iturbi provides some fine piano playing. At nearly two and half hours, it is a bit too long for a light musical but it doesn't drag.	positive	positive
This much anticipated DVD memento of Rush's visit to South America in 2002 is possibly the finest rock video ever set down on disc.The picture and sound production values are amazing,even more so as they constantly battled the elements to bring this production off. All the tracks you would expect from the RUSH catalogue are here from Tom Sawyer to The Pass gloriously reproduced for the frankly,orgiastic Brazilian crowd.They actually singalong to YYZ-which is an instrumental, and gives you an indication of their fervour!The first disc is the concert and the second disc contains 3 multi angle set-pieces -la Villa Strangiato,YYZ and the awesome drum solo, plus a 30 minute documentary about the bands visit to Brazil. All in all this is a triumph and all serious classic rock fans should own a copy.	positive	positive
First of all, it is interesting to note that one of the users here who commented on this film (from Belgium) had to add that Lumumba was 'communist.' If this user indeed watched the film, the message was that he was not communist but pigeonholed (by none other than Belgium, the U.S., the UN, etc.) as a 'communist' leader for other individuals', corporations', and country's political and economic gains. Even if one decides to accept that the film partakes in 'revisionist history' it would be naive to assume that Lumumba was communist, especially coming from the country which 'granted' the Congo independence, and since Lumumba was elected DEMOCRATICALLY to his seat as Prime Minister.<br /><br />Onto the film...<br /><br />This is one of the most important and powerful films I have seen in quite some time. Depicting the struggles of the African freedom fighter, and ELECTED Prime Minister's struggles as its first leader, Mr. Peck, does a quite commendable job of putting together all of the pieces into one work. And this must have been quite some task. Due to the fact that most people outside of the Congo and Belgium likely do not know the history of Lumumba and the Congo, outside of some light coverage of African Imperialism (hopefully) in one of their high school/secondary school (or maybe university/college level) history classes, he had his work cut out for him.<br /><br />And to to think that Oliver Stone's 'JFK' took over 3 hours, 'Lumumba' runs under 2 hours. And a most engaging 115 minutes it was, as we find that his desire to not compromise with Western powers (whom he holds responsible for the atrocities to his people, particularly Belgium), while trying to deal with power struggles within his own borders, apparently even with some of his friends, it is amazing that the man lived as long as he did.<br /><br />This is a MUST see for anyone interested in equality, justice, humanity, history, politics, and true freedom. You will not be disappointed.	positive	positive
Las Vegas is very funny and focuses on the substance.....<br /><br />The sets are amazing and the scenes outside are breathtaking; the characters are all very fun and cool.<br /><br />The women are a plus....<br /><br />Holly Sims is lovable as the daughter of James Caan who heads the security of the casino. While Josh Duhamel is very funny and lets face it, he looks like he can take down anyone.<br /><br />Vanessa Marcil and Nikki Cox add that special touch.<br /><br />The story lines are very fun and weird at times.<br /><br />You can easily just relax into this show and doesn't bring the heavy story lines like the other shows that rule the ratings...	positive	positive
Screened at the San Francisco International Film Festival under the title ' Come Undone', April 25, 26, & 27, 2001. The cinematographer uses techniques that add to the storytelling. Even with fall/winter backgrounds for the 'present' and spring summer for the 'flashbacks' there can be some difficulty following the continuity.<br /><br />Whether either lead is gay, the actors well-portray the budding relationship in real life terms; from physical violence toward each other to their passionate lovemaking. The story pulls you into the characters a bit slowly in the beginning. But as the end approaches, you really care about where these guys will be next summer! You, too, will want a sequel to find out.	positive	positive
If you are very sensitive when it comes to extreme racial stereotypes, this cartoon is not for you. But if you are strongly interested in seeing a rare piece of wartime animation, come on in!<br /><br />In this cartoon, Popeye is patrolling the seas and discovers what looks like a Japanese fishing boat. The two Japanese fishermen trick Popeye into thinking that they want a peace treaty signed. But looks can be deceiving; the fishing boat turns out to be a Japanese navy ship! What follows is considered today to be morale-boosting propaganda.<br /><br />Be forewarned, the representations of the Japanese in the film are done in a mean-spirited fashion. Keep in mind, though, that there was a war going on at the time. But I strongly recommend this cartoon to those who are interested in the WWII era.	positive	positive
This film hits the heart with a reality like no other I have seen. It shows what us what we, in a democratic society, take for granted, and just what we are lucky enough not to be experiencing. The acting in the film is superb, sometimes you have to remind yourself that the movie is a dramatization, and not real life. Mr. Rickman does wonders with his role (as he does with all roles) making the interrogator fully dimensional and human. The set is incredible. It gives the feeling of 'in the round' theater. Which does not add or take away from the emotion of the action. This movie seeks to open the eyes of the viewer, and I'd say they have made a success of that goal.	positive	positive
The movie actually has a fairly good story, but gets bogged down in several key places. It's almost as if the director threw the movie together without taking the time to make some essential cuts in the film. Dennis Quaid does a fairly decent job in his role... but something is clearly missing from several key scenes.<br /><br />This 2.5 hour movie could have been reduced to about a 2 hour movie. And probably would have been a much better film had it not had the feel as if it was thrown together.<br /><br />	positive	positive
You better see this episode from the beginning, because if you start to watch it any later, you will be confused as to what is happening to Clark's life.<br /><br />Yet, that is the twist; Clark is stuck in an alternate reality. Lana is devoted to him. Lex lost most of his legs and is in a wheelchair due to the bridge accident when he swerved to miss Clark in the pilot of the series. Martha is married to Lionel. About the only constant is his most loyal friend Chloe, who still believes in who he is. And, oh yeah, he doesn't have any superpowers. He is in a mental institution for putting himself in a fantasy world where he does have powers, and is ridiculed for believing so. Aside from Chloe, there is one mysterious figure who believes in Clark: a black man who in the alternate reality is also a resident of the institution, who believes he is from Mars.<br /><br />Clark must stay true to everything he believes is actual reality, and not get brainwashed by the institution's psychiatrist, who is in fact the fourth Phantom Zone escapee.<br /><br />This episode is utterly mind-blowing and shocking. Plus, it provides a fresh twist from the usual type of 'Smallville' episode.	positive	positive
This is the essence of the early eighties! The malls, the credit card machines, the food, the punk hair color, the soundtrack... I am in love with this movie. This sweet, intelligent Romeo & Juliet teen flick is instantly addictive.<br /><br />Martha Coolidge is one of my favorite directors. She really employs her actors, like John Hughes and Steven Soderberg, so check out -Joy of Sex- and -Real Genius-. The soundtracks for -Valley Girl- are great. If you can find a copy of the film, buy it! It's out of print and very hard to come by.	positive	positive
A truly excellent look at the world and the realities of being a heroin addict. The movie is one that will hit much too close to home to those who were involved in the drug culture and have knowledge of what being(or being around) a heroin addict really is. Good movie, which will never truly be outdated. Excellent performances by all involved and the minimalist set is Preminger's way of showing how bleak a JUNKIE'S world can become. Worth a look--an education of sorts. The golden arm is a worried look at the truth of the underground life of pain a junkie lives in.	positive	positive
I saw this film at the Toronto International Film Festival. Filmed during an actual qualifying match for the 2006 World Cup, Offside works brilliantly as both a comedy and a tragedy. The film follows the fortunes of a group of young women who are caught trying to sneak into a football match at Tehran's Azadi Stadium. The country's Islamic religious leaders have decreed that women may not sit with men at sporting events, lest they be exposed to cursing and other morally questionable behaviour. This hasn't stopped the country's young female fans, who continue to sneak in using various tricks. But Panahi focuses on a small group who have been caught and are being detained agonizingly close to the action. They beg the bored soldiers guarding them to let them go or at least to let them watch the match. The soldiers tell them they shouldn't have tried to get in, that they could have watched the game at home on TV. They banter back and forth in almost real-time as the game continues, just off- camera.<br /><br />There is one very funny sequence where a young soldier accompanies one of the girls to the restroom. Since there are no female restrooms at stadiums, he has to clear the room of any men before he can allow her to go in. Plus, he makes her cover her face so no one can see she's a woman. This is accomplished using a poster of Iranian soccer star Ali Daei as a mask, with eye holes punched out.<br /><br />You get a real sense that even the soldiers are baffled by the prohibition, and are only carrying out their orders so as to hasten the end of their compulsory military service. One soldier complains that he was supposed to be on leave so he could take care of his family's cattle in the countryside. Little by little, the girls and the soldiers talk to each other, and there are numerous small acts of kindness on both sides to show that these are basically good people living in terrible circumstances. However, the soldiers' constant reminder that 'the chief' is on his way lends a sense of menace, since we don't know what sort of punishment the women will face.<br /><br />Unlike most Iranian films, which are known for their strong visuals, Offside is filmed in a realist style with no artifice. In fact, the film was made during the actual qualifying match against Bahrain that took place on June 5, 2005. The 'plot' in many ways was determined by the result on the pitch. If Iran won the match, they would qualify. If they lost, they would not. Since the World Cup has come and gone, I don't think it is a spoiler to say that Iran won the match. The scenes of celebration at the end of the film were real and spontaneous, which gave the film a real authenticity. Seeing how much this meant to the people of Iran was deeply touching.<br /><br />As well, one of the young women makes reference at the end of the film to seven fans who died during the Iran-Japan match on March 25, just a few weeks before. They were trampled to death after police began to spray the crowd with water to move them in a certain direction. Knowing that this was a real-life tragedy added another level of poignancy to the celebrations.<br /><br />I don't want to go off on a long political tangent, but this film gave me real hope that there are those in Iran who are hoping for change and working at it. Iran is a nation of young people, and it is only a matter of time before they take the place of their elders in the political sphere. Films like this one show the proud spirit of the Iranian people in spite of their present difficulties, and it's my sincere hope that there is a brighter future for them.	positive	positive
Diane Keaton gave an outstanding performance in this rather sad but funny story which involved quite a few young people and their deep dark secrets. Diane Keaton,(Natalie),'The Family Stone','05, who had an only daughter and loved her beyond words can describe. She always called her and told her, 'Surrender Dorothy', which was an expression used in the 'Wizard of Oz',1939. A sudden car accident occurs and Natalie gets herself deeply involved with her daughter's friends and lovers. As Natalie investigates, the more truths she finds out about herself and her real relationship with her daughter. Great film to view and enjoy, especially all the good acting from all the supporting actors.	positive	positive
L'Hypothèse du tableau volé/The Hypothesis of the Stolen Painting (1979) begins in the courtyard of an old, three-story Parisian apartment building. Inside, we meet The Collector, an elderly man who has apparently devoted his life to the study of the six known existing paints of an obscure Impressionist-era painter, Tonnerre. A narrator recites various epigrams about art and painting, and then engages in a dialogue with The Collector, who describes the paintings to us, shows them to us, tells us a little bit about the painter and the scandal that brought him down, and then tells us he's going to show us something....<br /><br />As he walks through a doorway, we enter another world, or worlds, or perhaps to stretch to the limits, other possible worlds. The Collector shows us through his apparently limitless house, including a large yard full of trees with a hill; within these confines are the 6 paintings come to life, or half-way to life as he walks us through various tableaux and describes to us the possible meanings of each painting, of the work as a whole, of a whole secret history behind the paintings, the scandal, the people in the paintings, the novel that may have inspired the paintings. And so on, and so on. Every room, every description, leads us deeper into a labyrinth, and all the while The Collector and The Narrator engage in their separate monologues, very occasionally verging into dialogue, but mostly staying separate and different.<br /><br />I watched this a second time, so bizarre and powerful and indescribable it was, and so challenging to think or write about. If I have a guess as to what it all adds up to, it would be a sly satire of the whole nature of artistic interpretation. An indicator might be found in two of the most amusing and inexplicable scenes are those in which The Collector poses some sexless plastic figurines -- in the second of them, he also looks at photos taken of the figurines that mirror the poses in the paintings -- then he strides through his collection, which is now partially composed of life-size versions of the figures. If we think too much about it and don't just enjoy it, it all becomes just faceless plastic....<br /><br />Whether I've come to any definite conclusions about 'L'Hypothèse du tableau volé', or not, I can say definitely that outside of the early (and contemporaneous) works of Peter Greenaway like 'A Walk Through H', I've rarely been so enthralled by something so deep, so serious, so dense....and at heart, so mischievous and fun.	positive	positive
After seeing this DVD, I was floored. It is SO wonderful. Not only does it capture Led Zeppelin during convented performances, they span a few years. This only shows the growth of the band, and the growth of their GREAT music. This DVD is a MUST HAVE! The DVD is over 5 hours long, with extras. The extras are also great pieces, some are of the band performing in Denmark, and other various promo spots. This contains footage that was once thought lost, thankfully recovered, and carefully restored to 5.1 Dolby Digital, under direct supervision of Jimmy Page himself! Includes many timeless classics, such as, Stairway To Heaven, Going To California, What Is And What Should Never Be, Moby Dick, and so many more. Great acoustic songs are also included. This will correct any forethought that Jimmy Page isn't a supreme guitar legend!	positive	positive
Hearkening back to those 'Good Old Days' of 1971, we can vividly recall when we were treated with a whole Season of Charles Chaplin at the Cinema. That's what the promotional guy called it when we saw him on somebody's old talk show. (We can't recall just whose it was; either MERV GRIFFIN or WOODY WOODBURY, one or the other!) The guest talked about Sir Charles' career and how his films had been out of circulation ever since the 1952 exclusion of the former 'Little Tramp' from Los Estados Unidos on the grounds of his being an 'undesirable Alien'. (No Schultz, he's NOT from another Planet!) <br /><br />CHARLIE had been deemed to be a 'subversive' due to his interest and open inquiry into various Political and Economic Systems. Everything from the Anarchist movement from the '20s (and before), the Technocracy craze to Socialism in its various forms were fair game for discussion at Chaplin's Hollywood parties; which of course meant the inclusion of the Soviet style, which we commonly call Communism.<br /><br />COMPOUNDING Mr. Chaplin's predicament was both confounded by one little detail. He had never become an American Citizen.<br /><br />ANYHOW, enough of this background already! <br /><br />SUFFICE it to say that he had become 'Persona Non Gratis' in the United States of America. .It was high time to get the old films out of the mothballs and back out to the Movie Houses. It'd sure be a great gesture by us easily forgiving and quickly forgetting Americanos.<br /><br />IT would be a fine gesture to the great film making artist; besides, the Academy of Motion Pictures Arts & Sciences was planning to honor Chaplin with a special tribute at the 1972 Oscar Show. This would surely be a tearful yet joyous packaging of pathos a plenty for having America invite Charlie back and have him come and receive a special Academy Lifetime Achievement Award in front of a World-wide Television Audience numbering in the Millions. <br /><br />BESIDES, that would be a natural for promoting the Chaplin Season at the Theatre! (Remember, the Little Tramp was as astute as a Bu$ine$$ Man as he was as a Film Maker!) THE program consisted of showings of MODERN TIMES, CITY LIGHTS, THE GREAT DICTATOR, MONSEUR VERDOUX, A KING IN NEW YORK and finally THE CHAPLIN REVUE. We remember being very excited in the anticipation of the multi date film fest.<br /><br />IN our fair city of Chicago, it was booked for the Carnegie Theatre on Rush Street. The festivities lead off with MODERN TIMES and all of the others would be shown one at a time, each staying for whatever period was necessary in order to satisfy the public's desire to view each picture. As we recall, the very last on the schedule was THE CHAPLIN REVUE.<br /><br />IN RETROSPECT, we look back and wish that they had begun the run with REVUE; as there were undoubtedly legions of moviegoers (much like ourselves) who knew very little about his accomplishments in motion pictures, except for those Keystone, Essanay and Mutual Silent Shorts that were being shown as regular feature on so, so many Kiddy Shows all over the country. Oh well, once again, no one consulted me!<br /><br />CONCENTRATING on today's honored guest film, THE CHAPLIN REVUE, we found that it was actually three separate pictures; carefully bound together by the use of narration by Chaplin (Himself), some lively Themes and Incidental Music (once again written by Chaplin) and some happy talk and serious narration (Ditto, by Chaplin.) He opens up the proceedings by making use of some home movie-type of film depicting the construction of the Chaplin Studio in Hollywood, as well as some film taken of some rehearsal time, showing Director Chaplin demonstrating just what he wants to a group of actors.<br /><br />THIS segment was well done and well received by the audience. Both the building humor and the rehearsal were amplified by making them seem accelerated. (The rehearsal naturally, the building by use of speeding up the camera's photographic process. The old trick makes it appear that the buildings were almost building themselves.<br /><br />THIS amalgam of shorts incorporated three of Chaplin's short comedies from his stint with First National Pictures.; roughly that being 1917 to 1923. The choice was well thought out and gave us a wide variety of subject matter and mood.<br /><br />FIRST up was SHOULDER ARMS (Charles Chaplin Productions/First National Pictures, 1918). As the title suggests, it is a tale of World War I. Released in October of 1918 with about a month to go before the Armistice Day of November 11, it was a comedy of comical Army gags and a romance between Private Chaplin and a French Girl (Miss Edna Purviance). The levity is fast, physical and in the grand old tradition of ridiculing the Enemy, the German Army.<br /><br />DISPLAYING an excellent example of the old adage about Children and Dogs bringing folks together, the next film A DOG'S LIFE (Chaplin Productions/First National, 1918) traces the parallel lives of Chaplin's Tramp and a newly adopted stray, Scraps. The movie story involves families, two of them. One Homo Sapiens, one Canine and both supplying us with some big surprises.<br /><br />AS the finale, we have THE PILGRIM (Chaplin/First National, 1923) was a good choice to have as the finale. It was bright, light and tight. It was an excursion into the area of the Western Spoof, Comedies of such type having been done since by every comedian and team. The 'Pilgrim' in the story is not of your standard Thanksgiving Variety; but rather a 'dude' or 'Tenderfoot', who has ventured out West. The Tramp is not only that guy; but his character is an escaped Convict who is mistakenly thought to be the new Clergyman of a Western town's Church!<br /><br />OUR Rating (that is Schultz and Me) is ****. (That's Four Derbies)<br /><br />POODLE SCHNITZ!!	positive	positive
The endless bounds of our inhumanity to our own kind never fails to stun me. This truly astonishing story of a horrifically abused and largely unheard-of population is compelling, well-documented and enraging. As an American, I am constantly humiliated by my country's behaviour and this is just another in our long catalogue of international debasement. We suck. This is probably the first John Pilger documentary I've seen, but it immediately made me want to see what else he's done. My only complaint, and the reason I gave this film only 8 out of 10, is that Pilger shows us this travesty and the appalling collaboration of the US and UK governments, demands that we viewers/citizens are complicit in our own inaction...but makes no suggestion of how to help. I don't know about Britain, but America's made it nearly impossible for the citizenry to take part in their government's doings. A gesture in the right direction might help these islanders' cause.	positive	positive
I remember seeing this one in the theatres when it came out, having no idea what it was going to be about and being so pleasantly surprised that I vowed to buy the video when it came out. <br /><br />While I won't go too far into dissecting this film, I will say that I gave it an 8/10, for all the reasons you can read in the other user's reviews.<br /><br />What I will say is this: <br /><br />The first 10 minutes of this film are incredible. It's as close to a textbook audience grabber as I've ever seen. I once put this movie on at a party, where everyone was winding down and getting ready to leave. I just wanted to see what would happen if I showed them the first ten minutes.<br /><br />Everyone, who watched the opening, stayed to the end.	positive	positive
Obviously inspired by Se7en and sometimes even more gruesome; more bloodshed and very graphic details (a bit too much for my taste). Great script and acting (I was especially impressed by Ken Stott and there were no weak points in te cast). Good cinematography and very realistic stereo-sound. One of the best thrillers I've seen since years. Although it was scheduled on BBC in three parts I watched Messiah on video in one take. One point of critic; the motivation of the villain was not very convincing.	positive	positive
Just Go see this movie. It taps into everything awesome about rock and roll, the band comes up with some great songs (Classico, Pick of Destiny, Master Exploder etc). All this with the Humor of Teancous D makes this the best movie ever.<br /><br />The Cameos are great right of the back, with Meat Loaf and Dio singing to JB. Ben Stiller and Tim Robbins are great, I really like Tim Robbins character. You also find out who Satan really is! The Music and Musical references are hilarious and Awesome. Playin songs great songs from The Who, Dio, and others just complete it. i personally didn't think the band could top the awesome songs of the D, but they did with songs like Classico and Master Exploder. Seriously awesome music.<br /><br />Just go see it, its a must for anyone who loves rock!	positive	positive
This was such a funny movie, which was soon forgotten about, probably because there are so many teen and young adult comedies, such as this. The movie is not quit as predictable as one would think. Crawl is an unattractive, but fun and caring and most importantly a very devoted friend. Still, an unlikely match for Rebecca, who has an attractive and seemingly kind boyfriend back home. When he helps feel more at ease at school, by showing her around the neighborhood and encouraging her to socialize more, they become buddies, but it is completely platonic. When she realizes her boyfriend might propose, she does not feel ready, he seems to like her boyfriend, but she seems to be enjoying her free laid back party life at college is not yet ready to live a life of marriage and responsibility. You kind of learn what a good friend Crawl is when he tells her he will help get her out of getting married. When her boyfriend proposes to her, in front of the whole family, she kicks Crawl and puts him on the spot. He tells the whole family that he proposes to her, and gives her his diamond ring, which it tunrs out was his the whole time (he must have come from money or something. Well they never really show a close up of the ring). The message of the movie seemed to be not to judge people by their looks and not to judge people before you get to know him. Rebecca's boyfriend, who her parents love, turned mean when we find out he druged his new girlfriend after Rebecca,(Amber Thesan) and Crawl, so that Rebecca would have broken up with Crawl, thinking they were a couple. Although they were not, Rebecca was mad at him, which when you think about it, was kind of unfair, since they were not a couple, but I think they were starting to like one another. And I think she thought there was more. The movie never showed them actually become a couple, they left it open for the viewers to decide. They never even actually kissed at any point, although there was one part where they almost did. That was one thing most viewers seemed to misunderstand. Many people saw it and said, that he would be a nightmare for fathers to see their daughters bring home or a shock, but they were just friends the whole time, even towards the end. And she did not introduce him as her boyfriend; still they never told her parents they were not engaged. Rebecca almost did. Even if he would never become her boyfriend, they could have still been friends. In the 90s for some reason femanin men were in, and there was this big stereo type that woman liked femanin men (not that there is anything wrong with that), think it came from the fact that women like the kind sensitive type, which Crawl proved to be, through his friendship with Rebecca. but when I saw the movie, I must admit, if I went for looks, I thought I would have gone for the first boyfriend. Still it was a creative movie, that tried to teach a lesson on friendship and judging others.	positive	positive
And this somebody is me. And not only me, as I can see here at IMDb or when leaving the theater. Why did the people love it? It's obvious: Everybody knows zombies by now (at least the Horror fans by heart and the others through the 'Dawn of the Dead' reinvention or Resident Evil movies etc.) <br /><br />Or at least they thought they knew everything about zombies ... that is until this movie came along. And you'll see zombies in a new light (perhaps). This is not a horror movie, although it does contain some violent scenes, but is rather a comedy. A satire to be precise. And it never runs out of steam! That is why I rated it so high. Pacing wise it's incredible, the acting is great and the script has no (obvious) mistakes ... quite the contrary: It's a gem and if you're only a little bit interested in zombies you ought to see it! And even if you dislike them, watch it! Because it's a great (comedy) movie!	positive	positive
I saw the film for the first time at BBC on July the 27 of 2005. For me it was a good interpretation of the person Conan Doyle,and I truly wonder what the sherlock fans think about it. I also think it is a movie for these fans whether they agree or not what is mentioned.You may ask yourself was A.C. Doyle a strong person or did he put himself in question. However he was the creator of the famous Holmes,but how much of it was a sort of semi-biography? Not the less I strongly put this adaption forward, it is a movie you have to see - even if you aren't interested in the Sherlock Holmes movies or books - look a it , enjoy yourself and have your own opinion of it.	positive	positive
(Contains spoilers)<br /><br />Russia in the 13th century. The opening shot shows the relics of the last invasion: moldering uniforms, human skulls and a horse's skeleton. Prince Alexander Nevsky (Nikolai Cherkasov) chased the swedish army away and impressed the mongol ruler to such a degree that he proposes to promote him to the rank of captain. But Nevsky replies: 'Die in your homeland but don't leave it'. He intents to fish, build ships and trade. But he warns of a more dangerous enemy: Nearer, meaner and no possibility to buy oneself out: Germany. Their objective is Novgorod. They have already reached Pskov: Mothers and daughters suffer for their fathers and sons. The marauding occupation forces distribute the looty. Rich merchants want to purchase their liberty (always a place for some anti-capitalist p. r.), but the 'common people' are ready to fight. They want Alexander as their leader. Pskov is burned to the ground. The teutonic knights feel invincible and have just a smug smile for the russian women who witness helplessly how their fathers and sons are butchered. Babies are thrown in the fire while high dignitaries of the church look on and remain idle. In Novgorod: Olga Danilovna has two admirers: rich and staid Gavrilo and tall and jolly Vasili. She promises to marry the most valiant. Vasili calls on Alexander Nevsky in Perejaslav. The prince decides not to wait for the attack but to strike at once. Even women put on a chain armor...The invaders want to bait the 'russian bear', but Nevsky's stratagem stands the test: Lake Peipus is his war zone : His men know the territory but the germans, who are heavier, will break through the ice...<br /><br />Open your eyes and watch the most impressive battle scenes ever filmed. It's not just the multitude of extras (Who were, I think, pressed in this patriotic exercise), but Eisenstein's masterful management of such a large number of individuals: he displaces divisions like pieces on a chess board and nearly every shot resembles the composition of a painting by Rembrandt or Rubens (Including horses in phantastic outfits). Russia in winter looks intimidating in itself, but Eisenstein's visual imagination is hors concours. Heaps of corpses are plunged in cosmic light under an endless horizon. At nightfall, Olga and other women search with torches for survivors. A devoted falcon sits on his master's dead body while a crow waits for the right moment to pick out the eyes of the deceased. Eisenstein's direction and Prokofiev's score make ALEXANDER NEVSKY the 'Rolls Royce' among propaganda films. Nevsky is, of course Stalin's alter ego, and the russians are tall, good-looking, heroic, and they have a perfect hairdo. The germans are bearded savages and look like members of the Ku-Klux-Klan. The actor who plays Vasili gives a one-man-four-characters performance: first wavering, then heroic, youthful lover and comic relief. Cherkasov's main duty is to look heroic. At the end, Nevsky-Stalin displays his generosity: He pardons the 'little soldiers' and barters the knights for soap. Only a bearded killer and a traitorous cleric are turned over to the mob. He does not forget a final warning: Who comes with the sword will die by the sword...He kept his promise. 10/10	positive	positive
Legend of Dragoon is one of those little-known games that people either love or hate. Some people claim it's far too similar to other games, namely the Final Fantasy series--which is understandable, since it was originally intended to be Sony's equivalent of Final Fantasy. Honestly I can't comment on the similarities beyond that, as I'm not very familiar with the FF games.<br /><br />I think my favorite aspect of the game is the battle system. Not only do you have the ability to change into a more powerful dragoon form, but every time you attack, you have to pay attention in order to complete the attack by pressing buttons at the correct time. Not only that, sometimes enemies will attack you back right in the middle of a sequence, which means you have to press different buttons in order to avoid taking damage. Even the use of certain attack items requires a bit of button-mashing. If you don't want to attack, you can always guard, which not only cuts any damage taken in half, but raises your hit points without the use of healing potions.<br /><br />The FMVs are quite well-done, about the same quality as Final Fantasy 8's. However, the graphics during game play aren't quite up to that standard. They're nice, but they could have been--and honestly, should have been--better. The translation as well leaves something to be desired. Not only does it raise interesting character relationship questions, but there are also some grammatical mistakes that simply shouldn't have been allowed to pass.<br /><br />Another thing I found interesting was that you lose main party characters--one dies, and the other basically becomes useless to the party and leaves. While the death of the one character is often said to have no point, it makes you realize early on that the characters, while heroes, are still just as mortal as the next person. The people who replace the lost characters simply gain all their stats, so the transition game play-wise is fairly smooth. Perhaps my one complaint about the characters is the main character's love interest, Shana. She is the epitome of the helpless female in need of rescuing, pathetic to the point of driving a player to screaming with frustration. While you can use her in your party, she is insanely weak--I don't even know what her dragoon powers are like, as I disliked her so much I never used her. The character Rose, by contrast, is probably my favorite female character in any game ever. She's no wimp, and some of her dragoon magic is extremely useful. Meru is quite strong as well, while sometimes being an annoying talkative brat.<br /><br />The character designers were, as most are, inclined to make the female characters appear pretty or whatever, and didn't give much thought to the actual usefulness of the outfits. Seriously, no armor and having most of your skin exposed is not helpful when fighting monsters. But I will give them props, as they do have females serving as knights in the various countries.<br /><br />I can't comment much on the plot, as honestly I didn't pay much attention to it beyond where I needed to go to next. I'm not sure if this says something about the plot itself, or my gaming style.<br /><br />All in all, it's a very enjoyable game. It has its flaws, but for me it struck just the right balance of having to think and just pressing buttons and killing monsters.	positive	positive
I have just started watching this show. Its airing in Ireland at the moment on the Irish television station RTE1 at 12.30pm in the Afternoon (as of 26th July 2006).<br /><br />This program literally makes me laugh out aloud and I cannot boast that on most sitcom's (apart from UK's 'The Office' with Ricky Gervais in it).<br /><br />Todays episode of TKoQ (26 July 2006)was the one where Carrie starts a new job and invites her friends home and goes off to make some coffee and Doug wants Carrie to have no 'outside' friends so he lifts up his top and shows off his 'belly hair!' and licks plates when he goes out to dinner! But another funny episode was the other week when the old fella (carries Dad) won on the Bingo and that episode creased me up with laughter especially when they went out and got a replacement fridge and Carries father stood there looking at it and thought it was new.<br /><br />So I don't know how much longer this has got to run on Irish TV or at which stage (year recorded) we are at but I hope it don't end soon because I am really enjoying it.<br /><br />To sum up there is some great writing, some great characters and comedy acting (namely by Carrie, Doug and Carries father) some great punchlines and delivered well - a bit saucy and near the mark sometimes (send the kids out the room!) but i think this US Sitcom is a winner and very funny.	positive	positive
You're using the IMDb.<br /><br />You've given some hefty votes to some of your favourite films.<br /><br />It's something you enjoy doing.<br /><br />And it's all because of this. Fifty seconds. One world ends, another begins.<br /><br />How can it not be given a ten? I wonder at those who give this a seven or an eight... exactly how could THE FIRST FILM EVER MADE be better? For the record, the long, still opening shot is great showmanship, a superb innovation, perfectly suited to the situation. And the dog on the bike is a lovely touch. All this within fifty seconds.<br /><br />The word genius is often overused.<br /><br />THIS is genius.	positive	positive
